나이,계약유형,그룹수업_참여,마지막_방문_경과일,이번달_주당방문횟수,총_이용개월수,최근한달_일평균_운동시간,PT_가입여부,기구_만족도,최근한달_부상경험,주_이용_시간대_혼잡도,불편_회원_경험,가격_만족도,직원_만족도,서비스_만족도,상대_방문공백,설문_응답여부,이탈,서비스불만_환경불편,서비스불만_비매너회원,서비스불만_프로그램불만족,기구불만_기구부족,기구불만_낙후된기구,기구불만_청결불량,직원불만_불친절,직원불만_전문성부족,직원불만_과도한영업,가격불만_할인부족,가격불만_가격비쌈
40,6,1,1,2.228,14,33,0,,,여유,,,,,0.47,0,0,0,0,0,1,0,0,0,0,0,0,0
35,3,0,4,1.493,3,45,0,3,0,보통,1,3,4,1,0.82,1,1,1,1,0,0,0,1,0,0,0,0,0
25,12,0,0,4.459,31,95,0,,,보통,,,,,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0
21,1,0,3,2.327,4,54,0,4,0,보통,0,2,5,5,1.08,1,0,0,0,0,1,0,0,0,0,0,0,1
25,1,0,60,0.264,2,45,0,2,0,혼잡,0,1,4,2,9.89,1,1,0,0,0,0,0,0,1,0,1,0,0
46,12,0,0,3.78,28,67,0,,,여유,,,,,0.25,0,0,0,1,0,1,0,0,0,0,0,0,0
18,12,0,6,1.1,8,19,1,,,여유,,,,,1.01,0,0,0,0,0,0,0,0,0,0,0,0,1
25,6,0,4,1.837,16,63,0,4,0,혼잡,0,3,4,4,1.07,1,0,0,0,0,0,0,0,0,0,0,0,0
61,12,0,14,0.952,11,43,0,,,보통,,,,,1.92,0,0,0,0,0,0,0,0,0,1,0,0,0
28,3,0,4,2.38,6,58,0,,,매우혼잡,,,,,1.24,0,1,0,0,0,1,0,0,0,0,0,0,1
60,6,1,3,2.161,10,63,0,3,0,보통,1,4,4,3,0.83,1,0,0,0,0,0,0,0,0,0,1,0,1
49,12,1,1,3.361,41,107,1,3,1,혼잡,0,4,5,4,0.3,1,0,0,0,0,1,0,1,0,0,0,0,0
25,6,1,1,2.744,9,82,0,2,0,혼잡,0,2,3,4,0.35,1,0,0,0,0,0,0,0,0,0,0,1,1
59,3,0,1,4.023,11,80,0,4,0,보통,0,4,4,4,0.54,1,0,0,0,0,1,0,0,0,0,0,0,0
30,12,0,60,0.378,19,21,0,,,보통,,,,,9.07,0,1,0,0,0,0,1,0,1,1,0,0,0
67,6,0,2,2.2,5,78,0,4,0,보통,1,4,3,3,0.75,1,1,0,0,0,0,0,0,0,0,0,0,0
27,12,0,18,0.648,37,55,0,3,0,혼잡,0,1,2,2,1.66,1,1,0,0,0,1,0,0,0,0,0,0,1
24,3,0,22,0.763,2,31,0,,,보통,,,,,2.4,0,1,0,0,0,0,0,0,0,0,0,0,0
67,12,1,0,4.818,41,85,1,,,여유,,,,,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0
50,6,0,1,3.778,17,105,1,5,0,여유,0,5,5,5,0.52,1,0,0,0,0,0,0,0,0,0,1,0,0
28,1,0,3,2.204,2,114,0,2,0,매우혼잡,0,3,3,3,0.99,1,0,0,0,0,1,0,1,0,0,0,0,0
30,12,1,1,2.082,19,67,0,4,0,여유,1,3,4,3,0.39,1,0,0,0,1,0,0,0,0,0,0,1,0
54,1,0,15,0.59,3,55,0,3,0,보통,0,2,4,4,1.25,1,1,0,0,0,0,0,0,0,0,1,0,0
68,12,0,1,3.79,34,84,0,5,0,보통,0,5,5,5,0.56,1,0,0,0,0,0,0,0,0,0,0,0,0
20,12,1,0,4.083,24,118,0,,,보통,,,,,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0
36,6,0,49,0.03,6,21,0,,,보통,,,,,2.11,0,1,0,0,0,0,0,1,0,0,0,0,0
68,12,1,0,5.712,23,92,1,5,0,혼잡,0,4,5,5,0.13,1,0,0,0,0,0,0,0,0,0,0,0,0
42,12,0,3,1.725,6,97,1,4,0,매우혼잡,1,3,3,3,0.63,1,0,1,0,0,0,0,0,0,0,0,0,0
44,12,0,3,2.484,16,69,0,5,0,여유,0,5,4,5,1.19,1,1,0,0,0,0,0,0,0,0,0,0,0
27,12,0,8,1.279,20,54,0,,,여유,,,,,1.42,0,0,0,0,0,0,0,0,0,0,0,0,0
24,6,0,4,1.874,8,78,1,3,0,보통,0,3,4,3,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1
36,6,0,8,1.687,12,68,0,4,0,혼잡,1,3,4,1,1.92,1,1,1,0,0,0,0,0,0,0,1,0,1
24,3,1,1,3.529,14,94,0,,,보통,,,,,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0
67,12,1,0,4.683,46,147,0,5,0,보통,0,4,4,4,0.29,1,0,0,0,0,0,0,0,0,0,0,0,0
29,6,0,7,1.196,4,41,0,4,0,보통,0,3,4,3,1.19,1,0,0,0,0,0,0,0,0,0,0,0,0
25,6,0,2,3.13,22,118,0,5,0,혼잡,0,5,4,4,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0
28,6,0,1,3.626,11,92,0,4,0,여유,0,4,4,5,0.26,1,0,0,0,0,0,0,0,0,0,0,0,1
46,12,1,2,2.811,47,56,1,3,0,혼잡,1,3,4,1,0.8,1,0,1,1,1,0,0,0,0,0,0,1,1
48,12,0,1,3.15,23,91,0,,,보통,,,,,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0
31,3,0,25,0.485,4,41,0,,,보통,,,,,1.76,0,0,1,0,0,0,0,0,0,0,0,0,0
57,12,0,3,1.866,6,61,0,,,보통,,,,,0.86,0,1,0,0,0,0,0,0,0,0,0,0,1
32,6,0,4,1.873,7,105,0,4,0,보통,1,4,4,2,1.02,1,0,0,1,0,0,0,0,0,0,0,0,0
67,3,0,8,0.989,3,21,0,,,보통,,,,,1.06,0,1,1,0,0,0,0,0,1,0,0,0,0
32,3,0,25,0.488,2,39,0,2,0,혼잡,0,1,4,3,1.77,1,1,1,0,0,1,0,1,0,0,0,1,1
46,6,0,2,3.215,6,59,0,,,여유,,,,,0.95,0,1,0,0,0,1,0,0,1,0,0,0,0
16,12,0,5,1.736,3,52,1,2,0,여유,0,2,4,2,1.26,1,1,0,0,0,0,0,0,0,0,0,0,1
35,6,1,2,3.44,4,60,0,4,0,여유,0,4,4,5,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0
30,3,0,2,2.789,10,101,0,4,0,매우혼잡,0,4,4,4,0.86,1,0,0,0,0,0,0,0,0,0,0,0,0
55,3,0,3,2.069,5,48,0,4,0,여유,0,4,4,4,0.92,1,0,0,0,0,1,0,0,0,0,0,0,0
41,6,0,3,2.81,4,74,0,5,0,여유,0,4,5,5,1.07,1,0,0,0,0,0,0,0,0,0,0,0,0
24,3,0,6,1.389,8,68,0,,,여유,,,,,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0
45,6,0,2,1.947,2,36,0,3,0,보통,0,3,5,3,0.51,1,0,1,0,0,0,0,0,0,0,0,0,0
36,6,0,60,0.017,5,31,0,,,여유,,,,,4.84,0,1,0,1,0,0,0,0,0,0,0,0,1
38,6,1,1,3.433,20,85,0,,,혼잡,,,,,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0
30,6,0,1,3.008,7,94,0,5,0,여유,0,5,5,5,0.46,1,0,0,0,0,0,0,0,0,0,0,0,0
43,1,0,4,2.194,1,78,1,4,0,혼잡,1,3,4,2,1.36,1,0,0,0,0,0,0,1,0,0,0,0,0
20,3,0,60,0.359,3,56,0,2,0,혼잡,0,2,2,2,8.88,1,1,1,0,0,0,0,1,0,0,0,1,0
32,3,0,6,1.566,7,24,0,5,0,보통,0,4,4,4,1.34,1,0,0,0,0,0,0,0,0,0,0,0,0
26,6,1,0,5.607,7,148,1,5,0,여유,0,5,5,5,0.16,1,0,0,0,0,0,0,0,0,0,0,0,1
62,3,0,25,0.628,3,28,0,,,보통,,,,,2.24,0,1,0,0,0,1,0,0,0,0,0,0,1
46,1,0,5,1.611,2,45,0,4,0,여유,0,3,4,4,1.19,1,0,0,0,0,0,0,0,0,0,1,0,0
27,12,0,19,0.876,5,33,0,2,0,보통,0,3,1,3,2.33,1,0,0,0,0,0,0,0,0,0,0,0,0
63,1,0,4,2.774,2,73,0,,,혼잡,,,,,1.4,0,1,0,0,0,0,0,0,0,0,0,0,1
65,3,0,12,0.776,1,31,0,,,보통,,,,,1.29,0,0,0,0,0,0,0,0,0,0,1,0,1
33,1,1,5,1.377,1,35,0,4,0,여유,0,3,4,4,0.97,1,0,0,0,0,0,0,0,0,0,0,0,1
29,6,0,4,1.807,13,58,0,4,0,여유,0,4,5,4,1.03,1,1,0,0,0,0,0,0,0,1,0,0,0
48,1,0,2,2.893,2,42,0,,,혼잡,,,,,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0
48,6,0,8,1.253,12,43,0,2,0,보통,0,2,4,2,1.46,1,0,0,1,0,0,0,0,0,0,0,1,1
37,1,0,6,1.479,3,62,0,,,보통,,,,,1.35,0,0,0,0,0,0,0,0,0,0,1,0,1
38,6,0,4,1.981,12,57,0,,,혼잡,,,,,1.23,0,0,0,0,0,0,1,0,0,0,0,0,0
48,6,1,1,2.847,6,71,1,3,0,매우혼잡,0,3,3,4,0.46,1,0,0,0,0,1,0,0,0,0,0,0,1
51,12,1,1,3.534,25,89,0,3,0,보통,0,5,5,5,0.53,1,0,0,0,0,0,0,0,0,0,1,0,0
68,6,0,3,2.69,11,45,0,4,0,보통,0,3,4,5,1.11,1,1,0,0,0,0,0,0,0,0,0,0,0
45,6,0,3,2.357,6,66,0,4,0,보통,0,4,3,4,0.9,1,0,0,0,0,0,0,1,1,1,0,0,0
31,3,0,0,3.977,6,119,1,4,0,혼잡,0,4,5,5,0.24,1,0,0,0,0,0,1,0,0,0,0,0,0
25,3,0,2,2.57,6,85,0,4,0,보통,0,3,4,4,0.75,1,1,0,0,0,0,0,0,0,0,0,0,0
67,6,0,13,0.663,7,20,0,2,0,여유,0,3,3,3,1.19,1,0,0,0,0,1,0,1,0,0,0,0,0
28,6,1,0,4.038,8,100,0,,,보통,,,,,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0
27,12,0,1,2.454,21,79,0,,,보통,,,,,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0
28,3,1,4,1.789,4,86,0,4,0,여유,0,3,4,4,0.98,1,0,0,0,0,0,0,0,0,0,0,0,0
28,12,1,3,2.575,30,37,0,,,보통,,,,,1.27,0,0,0,0,0,0,0,0,0,0,0,0,0
19,3,0,1,3.936,5,103,0,5,0,여유,0,5,5,5,0.61,1,0,0,0,0,0,0,0,0,0,0,0,1
40,3,0,60,0.258,4,25,0,,,매우혼잡,,,,,9.66,0,1,1,1,0,0,0,1,1,0,0,0,0
47,3,0,4,2.029,5,90,0,4,0,혼잡,1,4,4,2,1.1,1,1,0,0,0,0,0,0,0,0,0,0,0
52,3,0,16,0.936,2,61,0,3,0,여유,1,4,4,2,2.2,1,1,0,1,0,0,0,0,0,0,0,0,0
15,3,0,60,0.041,2,42,0,1,1,혼잡,1,2,4,2,8.37,1,1,0,0,0,0,0,0,1,0,0,0,0
34,6,0,14,0.963,12,36,0,,,여유,,,,,1.93,0,0,0,0,0,0,1,0,0,1,0,0,1
36,1,0,4,2.026,3,61,0,,,여유,,,,,1.24,0,0,0,0,0,0,0,0,0,0,1,0,0
28,12,1,0,4.497,42,92,0,5,0,혼잡,1,4,5,3,0.29,1,0,0,0,1,0,0,0,0,0,0,0,0
36,6,0,12,0.815,4,28,0,4,0,여유,0,3,2,4,1.39,1,0,0,0,0,0,0,0,0,0,0,0,0
26,12,0,8,0.974,8,25,0,,,여유,,,,,1.16,0,1,0,0,0,0,0,0,1,0,0,0,0
61,12,0,2,2.252,17,89,0,4,0,매우혼잡,1,2,3,3,0.53,1,0,1,1,0,0,0,0,0,0,0,1,0
30,6,0,2,2.134,8,84,1,5,0,보통,0,2,4,3,0.52,1,0,0,0,0,0,1,0,0,0,0,0,1
32,3,0,4,2.321,5,33,0,,,보통,,,,,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0
52,6,1,2,2.347,12,51,1,3,0,보통,0,2,4,3,0.69,1,0,0,1,0,0,0,1,0,0,0,1,0
55,6,0,3,2.49,10,33,1,4,0,보통,0,1,3,3,1.1,1,0,0,0,0,0,0,0,0,0,0,1,0
27,3,0,37,0.4,3,27,0,4,0,여유,0,4,3,4,2.09,1,0,0,0,0,0,0,0,0,0,1,0,0
19,6,0,2,2.19,8,70,0,5,0,혼잡,0,4,4,4,0.7,1,0,0,0,0,0,0,0,0,0,0,0,0
68,6,1,1,3.581,17,87,0,,,혼잡,,,,,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0
20,6,1,13,1.013,2,51,0,,,매우혼잡,,,,,1.85,0,1,1,1,0,0,0,0,0,0,0,0,0
20,6,1,8,1.254,5,51,0,3,0,보통,1,4,4,3,1.37,1,0,0,1,0,0,0,0,0,0,0,0,0
15,3,1,5,0.808,5,44,0,5,0,여유,0,3,4,4,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0
50,12,0,3,2.258,7,59,0,4,0,혼잡,0,4,4,3,0.84,1,0,0,0,0,1,0,0,0,0,0,0,0
31,6,0,6,1.544,11,71,0,,,보통,,,,,1.22,0,1,0,0,0,0,0,0,0,0,0,0,0
22,1,1,12,1.094,1,32,0,3,0,혼잡,0,2,1,3,1.87,1,1,1,0,0,0,0,0,1,0,0,0,1
64,12,1,1,3.162,43,90,0,5,0,혼잡,1,4,5,4,0.49,1,0,0,0,0,0,0,0,0,0,0,1,0
37,6,0,25,0.444,12,21,0,,,여유,,,,,1.57,0,0,0,0,0,0,0,0,0,0,0,1,0
48,6,1,3,2.357,2,41,1,,,혼잡,,,,,1.16,0,0,1,0,1,0,0,0,0,0,0,0,0
60,12,1,2,3.135,25,78,1,,,보통,,,,,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0
33,12,0,9,0.952,10,40,0,4,0,혼잡,0,3,4,4,1.22,1,0,0,0,0,0,0,0,0,0,0,0,0
26,3,1,6,1.941,7,86,0,4,0,혼잡,0,4,4,3,1.67,1,0,0,0,1,0,0,0,0,0,0,0,0
28,3,0,1,3.492,13,118,0,5,0,여유,0,4,5,5,0.52,1,0,0,0,0,0,0,0,0,0,0,0,0
33,3,0,1,3.454,6,90,0,4,0,매우혼잡,0,4,5,5,0.66,1,0,0,0,0,1,0,0,0,0,0,0,0
30,3,1,1,3.992,3,107,1,3,0,보통,0,3,5,3,0.46,1,0,0,0,0,0,0,0,0,0,0,0,0
57,3,0,47,0.357,2,49,0,,,혼잡,,,,,2.4,0,1,0,0,0,0,0,0,0,0,0,0,0
42,6,0,46,0.087,4,57,0,,,혼잡,,,,,1.95,0,0,0,0,0,0,0,0,0,0,0,0,0
65,3,0,3,2.537,3,43,0,4,0,여유,0,4,3,4,1.05,1,0,1,0,0,0,0,1,0,0,1,0,0
33,3,0,2,2.708,3,78,0,3,0,매우혼잡,0,3,3,3,0.75,1,0,1,0,0,0,0,0,0,0,0,0,0
39,3,0,5,1.25,3,54,0,4,0,보통,1,4,3,3,0.98,1,0,0,0,0,1,0,0,0,0,0,0,0
31,12,0,17,0.732,10,70,0,,,혼잡,,,,,1.8,0,1,0,0,0,0,0,1,0,1,1,0,1
50,3,0,1,3.038,2,47,0,4,0,보통,0,4,4,4,0.65,1,0,0,0,0,0,0,0,0,0,0,0,0
49,3,0,60,0.13,1,18,0,,,매우혼잡,,,,,2.57,0,0,1,0,0,0,0,0,0,0,1,0,0
39,3,0,13,0.838,2,35,0,,,여유,,,,,1.6,0,0,0,0,0,0,0,0,1,0,1,0,0
18,1,0,46,0.023,2,59,0,,,보통,,,,,1.98,0,1,1,0,0,0,0,1,0,0,0,0,1
30,12,0,1,2.606,20,90,0,3,0,보통,0,4,4,4,0.5,1,0,0,0,0,0,1,0,0,0,0,0,0
31,12,0,0,4.489,11,70,0,5,0,보통,0,5,5,4,0.17,1,0,0,0,0,0,0,0,0,0,0,0,0
39,12,0,1,3.137,19,43,0,,,보통,,,,,0.64,0,0,0,0,0,0,0,0,0,0,0,1,0
24,6,0,9,1.081,9,36,0,,,혼잡,,,,,1.33,0,1,0,0,0,0,0,0,0,0,0,0,0
28,3,1,1,3.623,10,47,0,5,0,보통,0,4,5,4,0.28,1,0,0,0,0,0,0,0,0,0,0,0,0
30,6,1,15,0.606,11,23,0,3,0,보통,0,2,3,3,1.28,1,0,0,0,1,0,0,0,0,0,0,0,0
36,1,0,10,0.943,1,57,0,,,보통,,,,,1.38,0,1,0,0,0,1,0,0,1,0,1,0,1
67,1,0,3,1.799,3,61,0,3,0,여유,0,1,4,4,0.84,1,0,0,0,0,0,0,0,0,0,0,0,1
32,12,0,1,3.974,48,103,0,,,보통,,,,,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0
36,1,0,50,0.183,2,46,0,3,0,여유,0,2,3,3,2.16,1,1,0,0,0,0,0,0,1,0,0,0,0
69,6,1,1,3.407,8,88,0,,,보통,,,,,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0
54,1,1,17,0.793,1,81,1,,,혼잡,,,,,1.87,0,0,0,0,0,0,0,0,0,0,0,0,1
25,1,0,4,1.587,2,73,0,,,혼잡,,,,,0.8,0,1,0,0,0,1,0,0,0,0,1,0,0
30,6,1,0,4.48,29,79,1,5,0,보통,0,4,5,5,0.29,1,0,0,0,0,0,0,0,0,0,0,0,0
69,6,0,8,0.791,19,50,1,3,1,여유,0,4,5,5,0.94,1,0,0,0,0,0,0,0,0,0,0,0,0
38,6,0,2,3.184,22,127,0,5,0,보통,1,4,4,3,0.78,1,0,0,0,0,0,0,0,0,0,0,0,0
68,6,1,1,3.498,4,68,0,,,보통,,,,,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0
39,6,0,12,1.378,8,31,0,,,여유,,,,,2.45,0,1,0,0,0,1,0,0,0,0,0,0,0
33,12,0,3,1.555,12,88,0,,,여유,,,,,0.76,0,0,0,0,0,0,0,0,0,0,0,1,0
53,12,1,0,3.435,12,112,1,4,0,보통,0,5,5,5,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0
41,3,0,5,1.993,7,51,0,3,0,혼잡,0,4,3,4,1.48,1,1,0,0,0,0,0,0,0,0,0,0,0
36,3,0,60,0.091,2,31,0,2,0,혼잡,1,1,2,1,3.64,1,1,0,1,0,1,0,1,0,0,1,1,1
34,3,0,9,1.115,4,57,0,,,보통,,,,,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0
36,12,0,60,0.767,23,76,0,2,0,혼잡,0,2,1,3,9.09,1,1,0,0,0,0,0,0,0,0,0,0,0
29,3,1,1,4.189,15,93,1,,,보통,,,,,0.49,0,0,0,0,0,0,0,0,1,0,0,0,0
43,6,0,1,3.768,7,87,0,,,혼잡,,,,,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0
30,1,0,50,0.263,1,60,0,,,보통,,,,,2.13,0,1,0,0,0,0,0,0,0,0,0,1,1
22,1,0,15,0.476,2,55,0,2,0,여유,0,1,3,4,1.04,1,1,0,0,0,0,1,0,0,0,0,0,0
28,12,1,0,5.958,21,113,1,5,0,보통,0,5,4,5,0.21,1,0,0,0,0,0,0,0,0,0,0,0,0
36,12,0,1,2.776,37,54,1,3,0,여유,0,4,4,4,0.56,1,0,0,0,0,0,0,0,0,0,0,0,0
43,3,1,1,3.34,6,108,0,5,0,매우혼잡,0,4,4,4,0.32,1,1,0,0,1,0,0,0,0,0,0,0,0
32,3,0,4,1.826,12,73,0,5,0,여유,0,4,4,4,0.97,1,0,1,0,0,0,0,0,0,0,0,0,0
67,3,0,3,2.425,4,70,0,4,0,보통,0,3,4,4,0.96,1,1,0,0,0,0,0,0,0,0,0,0,0
57,12,0,1,3.49,24,77,1,4,0,여유,0,4,5,4,0.27,1,1,0,0,0,0,0,0,0,0,0,0,1
28,6,1,1,3.09,6,51,0,,,보통,,,,,0.45,0,1,0,0,0,0,0,0,0,0,0,0,0
16,12,1,1,4.438,47,94,0,4,0,보통,0,5,4,5,0.52,1,0,0,0,0,0,0,0,0,0,0,1,0
34,3,0,1,3.315,9,78,0,3,0,보통,0,4,5,5,0.63,1,0,0,0,0,0,0,0,0,0,1,0,0
24,3,0,1,2.615,4,66,1,2,0,보통,0,4,4,3,0.47,1,0,0,0,0,0,0,1,0,0,0,0,0
45,12,1,1,3.217,11,82,0,,,보통,,,,,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0
26,6,0,30,0.448,23,40,0,,,보통,,,,,1.91,0,0,1,0,0,0,0,0,1,0,0,1,1
43,1,1,3,2.209,1,74,0,,,보통,,,,,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0
32,12,0,0,6.352,48,30,0,,,여유,,,,,0.13,0,0,0,0,0,1,0,0,0,0,0,0,0
41,3,0,11,0.878,3,73,0,4,0,혼잡,0,4,3,3,1.44,1,0,1,0,0,0,0,0,0,0,0,0,0
44,6,1,3,1.397,5,39,0,1,1,여유,0,4,4,4,0.61,1,1,0,0,0,1,0,1,0,0,0,0,0
27,1,0,4,1.694,2,70,0,5,0,여유,0,4,5,4,1.03,1,0,0,0,0,0,0,0,0,0,0,0,0
46,6,0,1,3.73,16,84,0,5,0,보통,0,4,4,4,0.59,1,0,0,0,0,0,0,0,0,0,0,1,0
63,12,0,8,1.613,9,73,1,4,0,혼잡,1,3,4,2,1.75,1,0,1,1,0,0,0,0,0,0,0,0,0
64,12,0,16,0.545,32,16,0,3,1,보통,0,3,3,4,1.24,1,1,0,0,0,0,0,0,0,0,0,0,0
63,1,0,0,3.314,2,67,1,3,0,보통,0,3,5,4,0.18,1,0,0,0,0,0,0,1,0,0,0,0,0
52,1,0,4,1.337,1,36,0,4,0,여유,0,4,4,4,0.72,1,0,0,0,0,0,0,0,0,0,0,0,0
66,3,1,2,2.748,10,60,0,4,0,보통,0,4,4,4,0.93,1,0,0,0,0,0,0,0,0,0,0,0,0
56,1,0,1,3.701,2,92,0,5,0,보통,0,3,5,5,0.61,1,0,0,0,0,0,0,0,0,0,0,0,0
35,3,0,55,0.912,3,50,0,2,0,여유,0,2,4,3,7.23,1,1,0,0,0,0,0,0,0,0,1,0,0
49,1,0,1,2.619,1,85,0,4,0,혼잡,0,2,4,4,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0
69,3,1,7,1.407,10,86,0,,,여유,,,,,1.38,0,1,1,0,0,1,0,0,0,0,0,0,0
31,1,1,58,0.293,2,31,0,,,보통,,,,,2.47,0,1,0,1,1,0,1,0,0,0,0,0,0
48,1,1,2,3.294,3,88,0,,,혼잡,,,,,0.75,0,0,0,0,0,0,0,0,1,0,0,0,0
47,12,0,6,1.4,15,52,0,3,0,여유,0,2,4,3,1.25,1,0,0,0,0,0,0,0,0,0,0,0,1
23,3,0,60,0.316,7,42,0,,,매우혼잡,,,,,9.74,0,1,1,1,0,1,0,1,1,0,0,0,0
50,3,0,15,0.572,3,47,0,3,0,혼잡,0,3,3,4,1.23,1,1,0,0,0,0,0,0,0,0,0,0,0
26,6,1,3,2.799,33,54,0,3,0,혼잡,0,4,2,4,1.11,1,0,0,0,0,0,0,0,1,1,0,0,0
57,3,1,9,1.027,3,50,0,1,0,혼잡,0,2,4,3,1.37,1,0,0,0,1,0,0,1,0,0,0,1,1
22,6,0,18,0.596,7,32,0,,,보통,,,,,1.5,0,0,0,1,0,0,0,0,0,0,0,0,0
49,12,1,2,2.915,15,60,1,,,보통,,,,,0.87,0,0,1,0,1,0,0,0,0,0,0,0,0
51,3,0,0,4.688,10,76,1,5,0,보통,0,4,5,4,0.13,1,0,0,0,0,0,0,0,0,0,0,0,0
65,6,0,0,4.973,9,143,0,,,혼잡,,,,,0.18,0,0,0,0,0,0,0,0,0,0,1,0,0
21,12,0,57,1.063,36,85,0,3,0,여유,0,3,4,4,8.71,1,1,0,0,0,1,0,0,0,0,0,0,0
30,6,0,5,1.936,5,81,1,,,여유,,,,,1.39,0,0,0,0,0,0,0,0,0,0,0,0,0
53,6,1,5,1.699,10,58,0,3,0,여유,1,4,4,3,1.1,1,0,0,0,0,0,0,0,0,0,1,0,0
28,12,0,6,1.52,17,42,0,2,0,혼잡,0,3,3,3,1.27,1,0,0,0,0,0,0,0,0,0,0,0,0
61,3,0,53,0.253,2,37,0,2,0,보통,1,2,3,1,2.29,1,1,1,0,0,0,0,0,0,0,0,0,0
41,12,0,0,4.129,17,142,1,5,0,매우혼잡,0,4,5,5,0.28,1,0,0,0,0,0,0,0,0,0,0,0,0
39,3,0,40,0.397,4,36,0,1,0,여유,0,3,3,2,2.28,1,1,0,0,0,1,0,0,0,0,0,0,0
19,1,0,1,2.701,6,77,0,3,0,매우혼잡,0,4,5,4,0.32,1,0,0,0,0,1,0,1,0,0,0,0,0
32,3,1,0,4.508,7,108,0,3,0,혼잡,0,5,4,4,0.29,1,0,0,0,0,0,0,0,0,0,0,0,0
15,6,1,6,1.126,8,90,0,3,1,여유,0,3,4,4,0.94,1,0,0,0,0,0,0,0,0,0,0,0,1
49,1,0,3,1.741,2,82,0,4,0,매우혼잡,0,3,3,4,0.85,1,0,1,0,0,0,0,0,0,0,0,0,0
37,3,0,9,1.075,11,24,0,3,0,여유,0,3,2,3,1.33,1,0,0,0,0,0,0,0,0,1,0,0,1
27,3,0,2,2.417,3,100,1,,,매우혼잡,,,,,0.7,0,0,0,0,0,1,0,0,1,0,0,0,1
64,6,1,1,4.123,27,132,1,5,0,여유,0,5,5,5,0.4,1,0,0,0,0,0,0,0,0,0,0,0,0
51,6,0,4,1.525,3,54,1,,,혼잡,,,,,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0
42,6,0,33,0.51,9,53,0,,,보통,,,,,2.42,0,1,1,0,0,0,0,0,1,0,0,1,0
39,1,0,14,1.021,1,57,0,,,보통,,,,,2.05,0,1,1,1,0,0,0,0,0,1,0,1,0
31,6,1,2,2.787,21,71,0,4,0,여유,0,5,4,4,0.81,1,0,0,0,0,0,0,0,0,0,0,1,0
46,3,0,1,3.603,5,106,0,,,여유,,,,,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
57,12,0,6,1.59,5,73,0,,,여유,,,,,1.37,0,0,0,0,0,0,0,0,0,0,0,0,0
34,12,1,0,4.923,32,73,0,4,0,보통,0,5,5,5,0.18,1,0,0,0,0,0,0,0,0,0,0,0,0
20,6,1,2,1.826,11,57,0,3,0,보통,0,3,2,4,0.48,1,0,0,0,0,0,0,0,1,0,0,0,0
15,1,0,8,0.893,1,30,0,,,혼잡,,,,,1.02,0,0,0,0,0,0,0,0,0,0,1,0,0
24,1,0,5,1.603,2,68,0,,,혼잡,,,,,1.09,0,1,0,0,0,0,0,0,1,0,0,0,1
60,12,0,2,2.1,20,52,0,,,보통,,,,,0.66,0,0,0,0,0,0,0,1,0,0,0,1,0
25,3,0,4,1.535,6,48,0,,,여유,,,,,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0
31,3,1,0,6.038,6,74,0,5,0,보통,0,5,4,5,0.12,1,0,0,0,0,0,0,0,0,0,0,0,0
19,6,0,10,0.94,20,18,0,3,0,여유,0,3,2,4,1.38,1,1,0,0,0,1,0,0,0,0,0,1,0
38,6,0,5,1.563,5,53,0,3,0,보통,0,4,3,4,1.01,1,0,0,0,0,0,0,0,0,0,1,0,0
21,3,0,3,1.828,5,47,0,,,보통,,,,,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0
30,12,0,4,1.801,16,88,1,,,보통,,,,,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0
37,6,0,60,0.2,4,58,0,2,0,보통,1,1,2,2,8.32,1,1,1,0,0,0,0,0,0,1,0,1,0
35,12,0,3,1.794,12,63,0,,,보통,,,,,0.78,0,1,1,0,0,0,0,1,0,0,0,0,0
